	Query	UserId	ChatsNum	BotAnswersNum	HelpsNum	Date	QueryLen
9347	вопрос по исполнительным листам : на работника пришел ИЛ , где задолженность по кредиту, с требованием удерживать 50 процентов из заработка, через какое то время пришел исполнительный на алименты с требование также удерживать 50 процентов, что в этом случае делать?	1749070	1	0	0	2023-10-13	38
9348	Бухгалтерские проводки по приобретённому лизинговому оборудованию. И полученных услуг лизинга	751980	1	0	0	2023-10-13	10
9349	Благодарю.	1778643	1	1	1	2023-10-13	1
9350	Налоговая нагрузка	12380640	1	1	1	2023-10-13	2
9351	Здравствуйте, можно ли оплатить проезд сотруднику к месту отпуска и обратно (для районов приравненных к РКС), если работник возвращается в день выхода из отпуска, т.е. вылет совершается в день отпуска, а прилет к месту жительства ночью в день выхода на работу? Фактически он на работе присутствует по окончанию отпуска.	5011639	1	0	0	2023-10-13	50
9352	Здравствуйте! Наша организация занимается долевым строительством жилья с использованием эскроу счетов. Мы застройщики, строим дома с привлечением подрядчиков, применяем систему налогобл.в виде доходы -расходы. Каком образом мы должны определить сумму дохода?	3754954	1	0	0	2023-10-13	32
9353	добрый день	2058799	1	1	1	2023-10-13	2
9354	Доброе утро! бывший сотрудник нашей организации, который уволился год назад хочет оказывать услуги организации как самозанятый. Если какие то ограничения в случаях привлечения бывших сотрудников как самозанятых ?	3268806	1	0	0	2023-10-13	27
9355	Спасибо!	784238	1	1	1	2023-10-13	1
9356	Доброе утро! Где узнать правильные, новые реквизиты для перечисления страховых взносов на травматизм за сентябрь. Со 2 октября в некоторых регионах изменились КПП и ОКТМО. У нас Свердловская область	17974592	1	0	0	2023-10-13	29
9357	Доброе утро! Скажите, пожалуйста, можно ли учесть комиссию банка за открытие аккредитива в первоначальной стоимости основного средства?	6563827	1	0	0	2023-10-13	17
9358	доброе утро, помогите пожалуйста найти приказ о назначении ответственного за антитеррористическую защищенность торгового объекта	852677	1	0	0	2023-10-13	14
9359	Добрый день!	2939405	1	1	0	2023-10-13	2
9360	налоговая нагрузка	6508238	1	1	1	2023-10-13	2
9361	Здравствуйте. Вопрос:	4492307	1	1	0	2023-10-13	2
9362	добрый день.	3822195	1	1	0	2023-10-13	2
9363	Добрый день! Сотруднику выплатили премию, но не включили ее в его средний заработок, какие налоговые риски в данном случае будут	14414316	1	0	0	2023-10-13	20
9364	Понятно, спасибо! А если много партий и есть только ТТН, а ТОРГ-12 в конце месяца направляют. И как раз в этот момент вахтовая смена другого кладовщика. В ТТН расписываются МОЛы по доверенности М-2.	6331489	1	0	0	2023-10-13	35
9365	не согласна, распределяя оставшиеся денежные средства я удержу НДФЛ, а средства внесенные в уставный капитал. я думаю не должны облагаться ндфл	278522	1	0	0	2023-10-13	21
9366	Здравствуйте, декларация по налогу на прибыль за полугодие 2023 года была подана 25.07.2023, но ФНС отказала в приеме, 26.07.2023 года декларация была сдана повторна и принята ФНС. Считается ли это не предоставлением в срок налоговой декларации?	8323304	1	0	0	2023-10-13	40
9367	налоговая нагрузка	7419673	1	1	1	2023-10-13	2
9368	Здравствуйте.	2508667	1	1	0	2023-10-13	1
9369	доброе утро!	1942829	1	1	0	2023-10-13	2
9370	Добрый день!	2229405	1	1	0	2023-10-13	2
9371	Доброе утро! ИП открыто в 2022 г. (15%) и по региону действует льгота 0% на налог УСН по ОКВЭД 33.12. В этом году проведена инвентаризация материала обнаружен его излишек. Также частично сам предприниматель отдал безвозмездно материал для производства. 1 вопрос: действует ли льгота на оприходование материала, ведь без неё мы бы уплатили 15% с суммы излишка и дарения? 2 вопрос: Как оприходовать на баланс ТМЦ при этих двух случаях?	20382330	1	0	0	2023-10-13	70
9372	Добрый день.	17948596	1	1	1	2023-10-13	2
9373	компания оказывает рекдамные услуги в интеренете для Казахов, место реализации не территория РФ. Как указхать ставку НДС в первичных документах. Следует ли выписывать счет*фауктуру	1599589	1	0	0	2023-10-13	25
9374	Добрый день! В 2022 году ошибочно принята авансовая счет-фактура от поставщика. Какими проводками убрать неправильное принятие?	8707864	1	0	0	2023-10-13	17
9375	Добрый день, подскажите пожалуйста, есть ли какие то нормы ставок по займу между НЕ аффилированными юр. лицами. Вроде того, что ставка должна быть не менее 2/3 ставки рефинансирования, чтобы не было налоговых рисков	16300046	1	0	0	2023-10-13	34
9376	Если в контракте при расчетах валюта указана юань, можно ли не открывать валютный счет и расплатиться рублями	14789069	1	0	0	2023-10-13	17
9377	Здравствуйте, человек работает по основному месту работы на 1 ставке, ещё на 2-х местах на ставке 0,5 по каждому месту работы более двух лет . Стаж 40 лет. Может ли СФР отказать в выплате пособия по листку нетрудоспособности на одном из мест по совместительству на том основании, что человек может работать не более, чем на 1,5 ставки?	7901663	1	0	0	2023-10-13	59
9378	Добрый день! Два учредителя продают свои доли третьему лицу. За какую цену они могут продать доли: по действительной стоимости или назначить свою цену? И какой налог должны будут заплатить учредители?	10170571	1	0	0	2023-10-13	30
9379	сотрудник 1975 г.р., проживал в зоне отселения с 26.04.1986г. по 1992г. Имеет северный стаж за работу в МКС 25 лет, страховой стаж тоже 25 лет.В каком году у него возникает право на досрочное назначение пенсии с учетом северного стажа и периода проживания в зоне отселения( в результате катастрофы на Чернобыльской АЭС) ?	2026798	1	0	0	2023-10-13	55
9380	добрый день.Преприятие сельхозпроизводитель.Хочет заниматься грузоперевозками.выручка от них пойдет в 30% или в 70%.притопределении статуса сельхоз производителя	4801271	1	0	0	2023-10-13	20
9381	Здравствуйте. Подскажите пожалуйста, если подана декларация по налогу на прибыль к уменьшению, вернут переплату на енс на основании декларации?	599759	1	0	0	2023-10-13	19
9382	по нашей вине физ.лицо(не сотрудник) опоздал на самолет и мы ему вернули деньги за билеты. как отразить это в бух. и надо ли еще отдать НДФЛ с этой суммы?	20187802	1	0	0	2023-10-13	31
9383	как сделать проводки проводки в 1с	7210230	1	0	0	2023-10-13	6
9384	Как сделать проводки в 1с по займу?	2585147	1	0	0	2023-10-13	7
9385	Возврат НДС на расчетный счет организации бухгалтерские проводки	18919225	1	0	0	2023-10-13	8
9386	Здравствуйте! Работник, при получении денег под отчет пишет заявление, которое прикладывается к рко, при покупке тмц с помощью корпоративной карты как правильно должны оформляться документы?	8243619	1	0	0	2023-10-13	25
9387	фсбу	266819	1	1	1	2023-10-13	1
9388	здравствуйте, какие документы нужно оформить на списание если сломалось малоценное оборудование	18923401	1	0	0	2023-10-13	11
9389	день добрый, на чье имя пишет заявление ген директор на отпуск?	4347909	1	0	0	2023-10-13	11
9390	Здравствуйте, в ЕНС ИП статус плательщика ставится 01 ?	6379775	1	0	0	2023-10-13	8
9391	проверка	20515687	1	1	1	2023-10-13	1
9392	ДОбрый день	722862	1	1	0	2023-10-13	2
9393	Здравствуйте	119277	1	1	0	2023-10-13	1
9394	налоговая нагрузка	6119016	1	1	0	2023-10-13	2
9395	Добрый день. Подскажите как оформить авансовый отчет по загран.командировке, если аванс выдан в рублях. Чеки в иностранной валюте.	20543832	1	0	0	2023-10-13	19
9396	Здравствуйте, подскажите, пожалуйста, какие разделы сдавать по нулевой декларации по НДС?	5329673	1	0	0	2023-10-13	11
9397	Добрый день.	1941970	1	1	0	2023-10-13	2
9398	Здравствуйте!	9905211	1	1	0	2023-10-13	1
9399	Добрый день. подскажите пожалуйста у ИП 3 камаза он ведет деятельность по патентной системе налогооблождения, патенты поданы на каждую машину, в июне 2 машины сломались . Может ли ИП как то прекратить действие 2 патентов, чтобы их не оплачивать?	235874	1	0	0	2023-10-13	38
9400	Здравствуйте. Какой документ выдать покупателю при возврате денежных средств за услуги, если невозможно пробить чек возврата прихода (недостаточно денежных средств в кассе)	1573782	1	0	0	2023-10-13	22
9401	доброе утро. может ли сотрудник совмещать не одну а две должности в одно время	626066	1	0	0	2023-10-13	14
9402	справочник отчетности	20845197	1	1	1	2023-10-13	2
9403	Доброе утро. Нужно ли подавать уведомление при сдаче уточненной декларации по налогу на имущество за 2022 г. на доплату?	144221	1	0	0	2023-10-13	19
9404	спасибо	5494013	1	1	1	2023-10-13	1
9405	Добрый день! Можете отправить, пожалуйста, виды деятельности по патенту в Свердловской области и в ЯНАО?	19568437	1	0	0	2023-10-13	15
9406	Добрый день. Купили автотранспортное средство, которое в учете мне нужно разделить на несколько инвентарных объектов. В договоре цена указана за полное основное средство, как мне определить стоимость этих инвентарных объектов?	15197720	1	0	0	2023-10-13	30
9407	Добрый день. Как рассчитать выходное пособие и средний заработок на время трудоустройства сотруднику при сокращении, если сотрудник три года был в отпуске по уходу за ребенком? Первый день её выхода на работу с отпуска является днём сокращения.	20479378	1	0	0	2023-10-13	37
9408	как правильно посчитать возврат за спецодежду	17853683	1	1	0	2023-10-13	6
9409	Добрый день! Случилась такая ситуация, что опоздали с ответом на требование в налоговую. Подскажите пожалуйста, что обычно пишут в ходатайстве на уменьшение штрафа?	533480	1	0	0	2023-10-13	23
9410	"здравствуйте, как правильно записывать ставку ндс в первичке ""20%"" или ""20/120"" ? спасибо"	19051206	1	0	0	2023-10-13	13
9411	Доброе утро. В каком документе написано, что в активе баланса отражается только собственное имущество организации?	20520229	1	0	0	2023-10-13	15
9412	налоговая нагрузка	11187840	1	1	1	2023-10-13	2
9413	ндфл	18040056	1	1	1	2023-10-13	1
9414	Добрый день. Сотрудник у нас работает по внешнему совместительству неполный рабочий день. На основном месте работы, в другой организации, находится в отпуске по уходу за ребенком до 1,5 лет. Имеет ли сотрудник право на ежегодный оплачиваемый отпуск в нашей организации?	18280068	1	0	0	2023-10-13	41
9415	Здравствуйте вопрос: по какой строке баланса отражать авансы выданные по договорам лизинга?	1737412	1	0	0	2023-10-13	12
9416	Добрый день!	20115406	1	1	1	2023-10-13	2
9417	Здравствуйте! Обязательна ли оплата авансового платежа по УСН, если оплата поступила в 3 квартале, а в 4 квартале был возврат данного платежа? Других поступлений в 3 квартале не было.	16810421	1	0	0	2023-10-13	29
9418	налоговая нагрузка	3843159	1	1	1	2023-10-13	2
9419	"Доброго врменени!
ИП на патенете (грузоперевозки)
Может ли данное ИП пользоваться услуговами другого Ип на патенте?"	4995887	1	0	0	2023-10-13	16
9420	Добрый день.	2102898	1	1	0	2023-10-13	2
9421	Добрый день. Организация наша продала автомобиль. Остаточная стоимость 0 руб. Какие бухгалтерские проводки необходимо сделать (организация на УСН доходы)	8750714	1	0	0	2023-10-13	19
9422	уведомление енп	8713636	1	1	1	2023-10-13	2
9423	здравствуйте. по какой строке баланса отразить выданные процентные денежные займы	320734	1	0	0	2023-10-13	10
9424	отчет РСВ-1 можно ли сдавать на бумаге?	20110478	1	0	0	2023-10-13	8
9425	Здравствуйте, работник принес электронный больничный 12 числа. Больничный закрыт у него 11 октября. В какой срок организация должна подать сведения в фсс по выплатам. На текущий момент фсс не запрашивает сведения так как их данные подвисают	755390	1	0	0	2023-10-13	36
9426	Здравствуйте! Проконсультируйте пожалуйста по следующим вопросам относительно уступки права требования: на каком бухгалтерском счете правильно учитывать уступку права требования на 62 или 76? влияет ли определенные счет на статьи баланса?	10274806	1	0	0	2023-10-13	30
9427	отчетность за 9 месяцев и 3 квартал	4593920	1	1	1	2023-10-13	7
9428	добрый день . какие санкции от налоговой за не вовремя сданные декларации ?	2052020	1	0	0	2023-10-13	11
9429	Добрый день	1603377	1	1	0	2023-10-13	2
9430	добрый день	323693	1	1	1	2023-10-13	2
9431	Доброе утро, подскажите пожалуйста, такая ситуация , в ТСЖ в 3 квартале в июле нанимали работника по ГПХ для выполнения работ. По договору ГПХ не начислялась сумма по травматизму 0,2 %. Вопрос: Нужно ли начисленную сумму по ГПХ включать в форму ЕФС-1, в подраздел 2.1, в строку 1.	149306	1	0	0	2023-10-13	49
9432	Добрый день! обязательно ли сдавать ооо промежуточное уведомление по ндфл	4108446	1	0	0	2023-10-13	10
9433	счет на оплату образец	18166020	1	0	0	2023-10-13	4
9434	Добрый день! Каков должен быть алгоритм действий при наличии расхождения данных о ЕНС в учете организации и ИФНС.	1798840	1	0	0	2023-10-13	18
9435	Доброе утро. Подскажите пожалуйста какие изменения в платежном поручении для перечисления Страховые взносы на страхование от несчастных случаев и профессиональных заболеваний	14193897	1	0	0	2023-10-13	21
9436	налоговая нагрузка	4949711	1	1	0	2023-10-13	2
9437	Налоговая нагрузка	531386	1	1	1	2023-10-13	2
9438	Добрый день! Нужен договор на проведение инвентаризации, чтобы была фраза • В период проведения инвентаризации запасов на складе Исполнителя, склад опломбируется Исполнителем вечером и открывается утром следующего дня в	415512	1	0	0	2023-10-13	28
9439	Добрый день!	463921	1	1	0	2023-10-13	2
9440	Доброе утро, спасибо за полный ответ.	7679459	1	0	0	2023-10-13	6
9441	Добрый день! Подскажите пожалуйста, нарастающим итогом за 9 месяцев у сотрудника 352 т.р., в том числе 4000 руб. необлагаемая мат помощь. Вопрос: какое количество вычет на ребенка можно применить к данному сотруднику: 8 или 9 раз?	299664	1	0	0	2023-10-13	37
9442	Доброе утро. Вопрос по заполнению отчета ЕФС 1 2 раздел за 9 месяцев: численность работающих инвалидов за полгода была 98 человек, за июль =96, за август=94, за сентябрь = 91. Пожалуйста, подскажите какое количество работающих инвалидов нужно проставить в отчете за 9 месяцев?	20539127	1	0	0	2023-10-13	43
9443	Добрый день! Копии каких документов, содержащих персональные данные работника, вправе получать сотрудники кадровой службы	4126293	1	0	0	2023-10-13	14
9444	здравствуйте подскажите мы прописались в Ижевске Удмуртской в июне 2023 какие проценты налогообложения по УСН В 2020/2024 ГОДУ БУДУТ	5694420	1	0	0	2023-10-13	20
9445	налоговая нагрузка	2317404	1	1	1	2023-10-13	2
9446	Добрый день. Российская организация заключает договор с физическим лицом (гражданин Белоруссии) на оказание услуг спикера в рамках сельскохозяйственного конгресса, который проводит наша организация в Сочи. По условиям договора мы выплачиваем гонорар. Удерживаем ли мы с суммы гонорара НДФЛ и облагаем ли страховыми взносами? И по какой ставке НДФЛ удерживаем?	17636192	1	0	0	2023-10-13	49
9447	справочник отчетность за 3 квартал	20657651	1	1	1	2023-10-13	5
9448	справочние отчетность	404378	1	0	0	2023-10-13	2
9449	Добрый день! Что необходимо предпринимателю получить (лицензии, разрешения и др.) для открытия автозаправочной станции ?Реализовывать планируют только дизельное топливо.	14009268	1	0	0	2023-10-13	19
9450	справочник отчетности за 3 кв	3560004	1	1	1	2023-10-13	5
9451	добрый день, может ли юр.лицо применять патент в 2023 году?	890781	1	1	1	2023-10-13	11
9452	барабан удачи	239655	1	1	1	2023-10-13	2
9453	Добрый день! Счет фактура на аванс обязательно или можно учесть в следующем квартале	4544696	1	0	0	2023-10-13	13
9454	Добрый день. Нужно ли выставлять исправительный счет фактуру при ошибке в строке грузополучатель?	5694980	1	1	0	2023-10-13	13
9455	Здраствуйте. СФР прислал требование после вступления в силу решения об оплате штрафов и возмещения излишне понесенных расходов. Но на решение подана жалоба, срок истекает рассмотрения жалобы после того, как истекает срок требования на уплату. Так мы должны оплатить и при положительном решении нам вернут или мы можем дождаться решения и не платить и с нас не взыщут инкасово?	18442675	1	0	0	2023-10-13	58
9456	Добрый день! Бюджетная организация в феврале-марте этого года брала товар, но по сей день не оплатила. Сейчас бухгалтер этой организации просит нарисовать ей УПД текущей датой, только для них. По другому у них оплату ни как не пропустят она говорит. Якобы все идут на встречу. У нас организация на ОСНО. Они не НДСники. Чем это чревато для нас, если я им нарисую УПД текущей датой?	452199	1	0	0	2023-10-13	66
9457	Добрый день, скажите, пжл, если один цех сделал продукцию (стоимость единицы менее 100 т.р.) для хоз. нужд другого цеха, то это является объектом обложения НДС?	2171844	1	0	0	2023-10-13	26
9458	тест	19656300	1	1	1	2023-10-13	1
9459	Добрый день! Вопрос по налогу на имущество. Объект подлежит налогообложению от кадастровой стоимости. На 01.01.2023г стоимость согласно данных РосРеестра составляла 15 млн.руб., В марте 2023г, внесена запись, на дату 02.03.2023г определена кадастровая стоимость 8 млн.рублей. Как в этом случае будет произведен расчет налога на имущество за 2023г?	13902592	1	0	0	2023-10-13	53
9460	Добрый день. Мы купили Оборудование у страны Узбекистан. Оплатили за ввоз в страну Таможную пошлину и НДС. Как включить пошлину и НДС в состав этого Оборудования?	14960325	1	0	0	2023-10-13	26
9461	Добрый день! Есть ли список видов деятельности по патенту, который легко можно скачать?	2939405	1	1	1	2023-10-13	13
9462	Добрый день! мы хотим заключить Договор Подряда с самозанятым ,уплачивающим налог на профессиональный . Что мы должны за него платить (НДФЛ ,ПФ ,ФСС) или он сам все за себя платит ?	1849374	1	0	0	2023-10-13	29
9463	Вопрос. По электронному документообороту были отправлены документы 2022 года на подписание контрагентом, в 2022 году в той организации был директор Иванов, а в 2023 году стал директором Петров, Вопрос имеет ли он право подписывать документы прошлого периода?	15491938	1	0	0	2023-10-13	37
9464	в уведомлении для ЕНП по УСН за 9 мес. сумма ставится нарастающим итогом за 9 мес.?	3526924	1	0	0	2023-10-13	16
9465	таджики с патентом могут быть самозанятыми?	768024	1	0	0	2023-10-13	6
9466	Да передавайте!	14506409	1	0	0	2023-10-13	2
9467	здравствуйте, подскажите пожалуйста может ли сельхозтоваропроизводитель выплачивать арендную плату за земельный участок с/х назначения наличными или только натуральная оплата	1511899	1	0	0	2023-10-13	20
9468	здравствуйте, можно ли учесть в расходах по налогу на прибыль корпоративное плавание в бассейне по договору, заключенному между нашей организацией и Домом спорта?	624770	1	0	0	2023-10-13	23
9469	Если ООО поменяет в декабре адрес регистрации на Ленинградскую область со ставкой по УСН 5%, а деятельность ведется в другом регионе (ставка УСН 15% ) за 2023 год декларацию сдавать в ИФНС Ленинградской области и оплачивать налог за 2023 год по ставке 5%?	790933	1	0	0	2023-10-13	42
9470	Добрый день! Контрагент выставляет УКД на счет-фактуру 2018 года на уменьшение суммы. В 2018 году мы взяли НДС к вычету. Должны ли мы восстанавливать НДС 2018 года в 2023 году	19715964	1	0	0	2023-10-13	31
9471	добрый день! может ли самозанятый выполнять работы по договору гражданско правового характера?	3268806	1	0	0	2023-10-13	12
9472	Спасибо большое!	6563827	1	1	1	2023-10-13	2
9473	Доброе утро, по штатному расписанию в организации предусмотрено 2 штатные единицы специалиста по тендерам. Ставки были заняты сотрудниками А и Б, обе сотрудницы по этим ставкам ушли в декрет и отпуск по уходу за ребенком. На время декрета сотрудницы А на ее место на срочный договор принята сотрудница В. Далее сотрудница Б увольняется из компании. Как правильно оформить перевод сотрудницы В на место сотрудницы Б чтобы перевести срочный договор в бессрочный	921887	1	0	0	2023-10-13	71
9474	Добрый день! подскажите, нужно пробивать чек ККТ на компенсацию затрат на коммунальные услуги арендодателем арендатору (ИП и юридическое лицо), если внесение денежных средств осуществлялось в кассу?	5125187	1	0	0	2023-10-13	26
9475	барабан удачи	2997060	1	1	1	2023-10-13	2
9476	налоговая нагрузка	122237	1	1	1	2023-10-13	2
9477	Добрый день. В каких случаях можно не заполнять в счет фактуре (ставить прочерки) в 2,2а,3,4 столбцах	8528580	1	0	0	2023-10-13	19
9478	Добрый день. Подскажите	9914087	1	1	0	2023-10-13	3
9479	налоговая нагрузка	1601450	1	1	1	2023-10-13	2
9480	измения с сентября	4146087	1	0	0	2023-10-13	3
9481	Добрый день	18691046	1	1	0	2023-10-13	2
9482	отпуск 2023	398051	1	1	1	2023-10-13	2
9483	Доброе утро! Предприятие на ОСНО. Как приобрести ТМЦ у физического лица? Нужно ли удерживать НДФЛ и отправлять 2 НДФЛ в ФНС? Как правильно оформить?	19801308	1	0	0	2023-10-13	24
9484	можно ли получить пособие по рождению ребенка на новом месте работы	293202	1	1	0	2023-10-13	11
9485	Доброе утро!	2820093	1	1	0	2023-10-13	2
9486	Добрый день. При приеме работника на 0,5 ставки (не совместитель) нужно ли в трудовой книжке указывать ставку 0,5?	290114	1	0	0	2023-10-13	20
9487	налог на сверхприбыль	481325	1	1	1	2023-10-13	3
9488	спасибо большое за ответ	852677	1	1	1	2023-10-13	4
9489	Добрый день сотрудник умер и есть невыплаченная компенсация за отпуск. Могу ее выплатить дяде, который обратился за пособием на погребение сотрудника, более ближайших родственников у него нет.	3739493	1	0	0	2023-10-13	27
9490	Доброе утро	428843	1	1	0	2023-10-13	2
9491	ИП Доходы минус расходы , оплачивает частями фиксированные взносы за себя по сроку 09.0.12024, подает заявление на зачет . Можем ли мы принять в расходы уплаченные взносы в том месяце или квартале когда уплатили ?	16106335	1	0	0	2023-10-13	34
9492	Здравствуйте! Подскажите может ли ИП сам с собой заключить трудовой договор ? и получать социальные гарантии, например отпуск по беременности и родам?	6308760	1	0	0	2023-10-13	21
9493	Добрый день, страховые взосы ИП за себя оплатил в сентябре, заявление на зачет отправили в октябре, вопрос: в каком периоде принять страховые взносы как налоговый вычет?	2819609	1	0	0	2023-10-13	26
9494	Налоговая нагрузка	920760	1	1	1	2023-10-13	2
9495	Здравствуйте, подскажите пожалуйста проводки по передачи имущества в оперативное управления. Куда с 01 счета уходят основные средства?	18797008	1	0	0	2023-10-13	17
9496	Добрый день! Если организация на ОСНО имущество (нежилое здание) , находящегося в собственности казны городского округа- нужно ли начислять НДС?	20845050	1	0	0	2023-10-13	19
9497	Доброе утро. Подскажите, может ли самозанятый стать генеральным директором в ооо? Деятельность самозанятого не связана с ооо.	1994165	1	0	0	2023-10-13	17
9498	Добрый день! Можно ли в доп. соглашении к трудовому договору прописать сотруднику два графика работы, пятидневку по 8 часов и сменный режим работы по 11 часов и вводить их по производственной необходимости.	5588625	1	0	0	2023-10-13	32
9499	Добрый день, как отразить НДС по услугам банка в части предоставления справок по счетам, если нет счет-фактуры?	9468125	1	0	0	2023-10-13	18
9500	Здравствуйте, юридическое лицо купила земельный участок, нужно регистрировать в рег палате? И когда ставить в на учет зем участок?	4586595	1	0	0	2023-10-13	19
9501	подскажите, вчера относила учетную карточку форму №18 в администрацию скаченную и заполненную на сайте главбух, сказали что старая форма. Где найти новую форму	13002507	1	0	0	2023-10-13	23
9502	Справочник отчетность	1526524	1	1	1	2023-10-13	2
9503	Доброе утро, подскажите мы подписываем договора с покупателями по оказанию рекламных услуг в интернете, ежемесячно передаем информацию в ЕРИР, хотели узнать какие риски возможны для компании от ЕРИР если вдруг при проверке не будет в наличие некоторых договоров в клиентами?	6619937	1	0	0	2023-10-13	40
9504	Добрый день, вопрос про подпись по доверенности, есть доверенность на право подписи кладовщику в документах, нужна ли печать в документе? Или достаточно доверенности	11573149	1	0	0	2023-10-13	23
9505	Здравствуйте! Предприятие включено в реестр субъектов СМП с 2017 года, но не применялся пониженный тариф по начислению соцвзносов. За какой период мы обязаны/имеем право произвести перерасчет? Камеральных проверок деятельности ФХД не было.	19353801	1	0	0	2023-10-13	33
9506	Добрый день. Мы купили погрузчик. Мне нужно его поставить на приход. Я через Поступления (акты ,накладные ,УПД) ставлю его на счет 08.04.2 или на счет 08.04.1 ? Там будут еще доп. расходы.	7092655	1	0	0	2023-10-13	35
9507	добрый день, пожалуйста, подскажите , в рамках какой зарегистрированной деятельности можно ООО выдавать займы физ лицам?	6286981	1	0	0	2023-10-13	15
9508	справочник отчетность	2056978	1	1	1	2023-10-13	2
9509	Добрый день! ВОПРОС: Является ли запись о том, что оплата по договору купли-продажи помещения в сумме (указана сумма) произведена в полном объеме, сделанная в акте приемки-передачи помещения, достаточным подтверждением оплаты для принятия расходов на покупку помещения в целях получения имущественного вычета по НДФЛ?	2388318	1	0	0	2023-10-13	45
9510	Здравствуйте! Доход за 2022 год при усн -доходы за 2022 ИП без сотрудников составил 44615000руб. Заплачены во втором квартале страховые взносы на сумму 441400 руб. Авансы перечислены на сумму 2217500руб. Если предел по страховым взносам за 2022 равен 284326руб. Как зачесть уплаченные страховые взносы? какой должен бить налог 6% к доплате?	10452748	1	0	0	2023-10-13	51
9511	Добрый день. Подскажите пожалуйста включается ли оплата дней пути вахтовикам в налогооблагаемую базу по НДФЛ ( сотрудник за дни пути получает вахтовую надбавку и оплату дней пути)?	3145300	1	0	0	2023-10-13	26
9512	Добрый день, гражданин Узбекистана получает займ по договору с организацией (патент и договор на трудоустройство не оформлены), в каком случае возникает у физлица матвыгода?налогообложение у физлица?	17651084	1	0	0	2023-10-13	27
9513	Что такое цифровой паспорт	10206243	1	0	0	2023-10-13	4
9514	добрый день. Поменялись ли реквизиты по оплате авансового платежа УСНО за 3 квартал 2023г без подачи уведомления?	4308171	1	0	0	2023-10-13	17
9515	Необходимо ли подавать уточненное уведомление об исчисленных суммах налогов и страховых взносах до подачи деклараций, если сумма налогов и страховых взносов за предыдущий период уменьшилась?	5552244	1	0	0	2023-10-13	25
9516	"Добрый день! СИТУАЦИЯ: По результатам документальной проверки проведенной ФНС выявлено, что организация учитывала ""входной"" НДС по приобретенным товарам в затратах по налогу на прибыль, в связи с тем, что эта продукция(товары) была приобретена для использования ее в операциях, освобожденных от НДС согласно п.п. 11 п. 3 ст.149 НК РФ. По результатам проверки налоговым органом доказано неправомерное применение организацией льготы, предусмотренной п.п. 11 п.3 ст. 149 НК РФ. В результате чего, затраты по налогу на прибыль в части ""входного"" НДС по приобретенным ТМЦ подлежат уменьшению и занижению н"	16107578	1	0	0	2023-10-13	92
9517	Здравствуйте. Подскажите проводки как оприходовать малоценный инвентарь ( срок службы более 1 года стоимость менее 100 тыс)	4075268	1	0	0	2023-10-13	16
9518	Добрый день	20074446	1	1	1	2023-10-13	2
9519	Доброе утро.	6636665	1	1	0	2023-10-13	2
9520	"У муниципального унитарного предприятия работающего на общей системе налогообложения учредителями является администрация городского поселения с бюджетным налогообложением.
Учредитель передает основные средства (уличное освещение ) со стоимостью 1 рубль.
Согласно ФСБУ 6/2020 у предприятия не должно быть на балансе не амартизирующихся основных средств с остаточной стоимость, а основные средства с нулевой стоимостью нужно списывать. 
Данные основные средства проработают еще не один год. Как поставить на баланс эти ОС на баланс и определить ему срок полезного использования ? Стоимость одного об"	12589837	1	0	0	2023-10-13	78
9521	Добрый день! Как рассчитать отпускные, если сотрудница после декретного отпуска проработала 1 месяц и пошла в очередной отпуск? Расчетный период будет каким, 12 месяцев до декретного отпуска и отпуска по уходу за ребенком? или отработанный период времени после отпуска по уходу за ребенком (1 месяц)?	3643440	1	0	0	2023-10-13	45
